2.050935363769531250e+02,5.953361206054687500e+02,1.613145917654037476e-01
1.774200134277343750e+02,3.395738525390625000e+02,2.756550014019012451e-01
1.624095458984375000e+02,2.532975006103515625e+02,5.568389594554901123e-02
1.088583984375000000e+02,2.186616516113281250e+02,1.034548580646514893e-01
1.289482421875000000e+02,3.952045288085937500e+02,3.322382867336273193e-01
1.968575592041015625e+02,5.978754272460937500e+02,1.680563390254974365e-01
2.122050933837890625e+02,1.097874298095703125e+02,5.757471919059753418e-01
1.977707672119140625e+02,1.509755096435546875e+02,1.706833541393280029e-01
1.626965026855468750e+02,1.674956970214843750e+02,7.310194373130798340e-01
1.176736068725585938e+02,1.483914031982421875e+02,7.550848722457885742e-01
1.967007141113281250e+02,1.524911499023437500e+02,5.922552347183227539e-01
2.123244476318359375e+02,1.170006256103515625e+02,3.788683712482452393e-01
1.549137725830078125e+02,1.387053985595703125e+02,9.171920418739318848e-01
1.877937774658203125e+02,9.081434631347656250e+01,9.034852981567382812e-01
