2.764656982421875000e+02,2.496375579833984375e+02,9.587665200233459473e-01
2.838966979980468750e+02,2.706600036621093750e+02,9.242399334907531738e-01
2.835063781738281250e+02,2.917708435058593750e+02,5.276696085929870605e-01
2.439169006347656250e+02,2.683428649902343750e+02,1.372379213571548462e-01
3.159872131347656250e+02,2.600685119628906250e+02,1.526018977165222168e-01
2.360423583984375000e+02,1.401930541992187500e+02,9.403625875711441040e-02
2.515657806396484375e+02,1.560503387451171875e+02,1.421839464455842972e-02
3.161361389160156250e+02,1.242686080932617188e+02,9.205463342368602753e-03
2.199998474121093750e+02,4.001052856445312500e+00,1.100213616155087948e-03
2.359992980957031250e+02,4.000137805938720703e+00,7.397431763820350170e-04
3.079868774414062500e+02,1.876661224365234375e+02,7.160159349441528320e-01
3.000456542968750000e+02,1.400866546630859375e+02,5.303510278463363647e-02
3.076786804199218750e+02,1.319510803222656250e+02,3.294638544321060181e-02
2.999960327148437500e+02,7.600968933105468750e+01,5.267229396849870682e-03
2.360004272460937500e+02,3.999098062515258789e+00,2.323890657862648368e-04
2.999974060058593750e+02,7.602001190185546875e+01,5.635516252368688583e-03
4.407452774047851562e+01,2.359426269531250000e+02,3.145910426974296570e-02
2.679791259765625000e+02,3.159651794433593750e+02,5.325565114617347717e-02
2.360257568359375000e+02,3.961629333496093750e+02,1.707973703742027283e-02
1.080043106079101562e+02,1.239900207519531250e+02,4.895189404487609863e-02
2.200859985351562500e+02,4.397187423706054688e+01,6.977830082178115845e-02
7.600075531005859375e+01,2.200131378173828125e+02,8.318377658724784851e-03
2.121170806884765625e+02,5.208054733276367188e+01,2.077780850231647491e-02
3.480419616699218750e+02,7.320533447265625000e+02,9.061132557690143585e-03
2.995907897949218750e+02,3.879875488281250000e+02,6.928364746272563934e-03
7.607895660400390625e+01,7.083317871093750000e+02,3.533786395564675331e-03
6.811058807373046875e+01,7.723180541992187500e+02,2.122247815132141113e-01
1.480136108398437500e+02,4.040109863281250000e+02,4.153434652835130692e-03
2.359767456054687500e+02,5.081008911132812500e+02,5.788829643279314041e-03
7.595674133300781250e+01,7.719171752929687500e+02,2.098659239709377289e-02
7.588459777832031250e+01,7.721086425781250000e+02,4.517191648483276367e-02
3.796200256347656250e+02,7.632765502929687500e+02,4.950548708438873291e-02
1.800487365722656250e+02,3.960134887695312500e+02,3.030572086572647095e-02
3.800729370117187500e+02,7.960863037109375000e+02,1.809231564402580261e-02
3.798398742675781250e+02,7.958057861328125000e+02,1.609445363283157349e-02
6.808490753173828125e+01,7.720887451171875000e+02,4.260332509875297546e-02
2.279201812744140625e+02,4.201055603027343750e+02,1.286846101284027100e-01
1.200523090362548828e+01,3.319930114746093750e+02,7.692147977650165558e-03
2.787714004516601562e+01,3.559558105468750000e+02,6.011696532368659973e-03
