2.671746826171875000e+02,1.631996459960937500e+02,2.852650582790374756e-01
2.885247192382812500e+02,1.344828948974609375e+02,9.958519935607910156e-01
2.451906738281250000e+02,1.353581848144531250e+02,9.950376152992248535e-01
3.263913879394531250e+02,1.085892715454101562e+02,1.770421117544174194e-01
2.106376037597656250e+02,1.194167098999023438e+02,1.385135650634765625e-01
3.346868896484375000e+02,1.222754135131835938e+02,2.240034341812133789e-01
2.044542083740234375e+02,1.384543914794921875e+02,2.260548323392868042e-01
3.293704833984375000e+02,1.965698547363281250e+02,9.423841238021850586e-01
2.056326446533203125e+02,2.012532043457031250e+02,5.911352634429931641e-01
6.642527770996093750e+01,7.386098632812500000e+02,5.139814615249633789e-01
2.389099578857421875e+02,6.771480712890625000e+02,7.920842170715332031e-01
2.850140075683593750e+02,2.579057922363281250e+02,5.234782397747039795e-02
2.666768188476562500e+02,2.450232696533203125e+02,7.986917346715927124e-02
2.775133361816406250e+02,3.866808776855468750e+02,9.756240993738174438e-02
2.358742370605468750e+02,1.974157562255859375e+02,2.350195944309234619e-01
1.245611267089843750e+02,6.614299926757812500e+02,6.304877996444702148e-01
2.371163177490234375e+02,2.650700378417968750e+02,9.013980031013488770e-01
