1.483867492675781250e+02,5.204579467773437500e+02,2.554944157600402832e-01
1.570008087158203125e+02,3.354185485839843750e+02,6.032337993383407593e-02
1.413651123046875000e+02,2.988238525390625000e+02,3.078921735286712646e-01
1.072289047241210938e+02,2.982196350097656250e+02,2.254170328378677368e-01
1.063057708740234375e+02,3.629731140136718750e+02,7.338675111532211304e-02
1.621065826416015625e+02,5.207307739257812500e+02,1.984641253948211670e-01
1.117369689941406250e+02,1.871846923828125000e+02,6.738010793924331665e-02
1.628375549316406250e+02,1.965498046875000000e+02,2.159509807825088501e-01
1.410484313964843750e+02,1.404425811767578125e+02,7.192891240119934082e-01
5.707749176025390625e+01,1.542420196533203125e+02,6.168079376220703125e-01
6.814020538330078125e+01,2.361863708496093750e+02,2.344918400049209595e-01
7.443238830566406250e+01,2.190357208251953125e+02,8.021247386932373047e-02
1.093702087402343750e+02,1.203500518798828125e+02,3.617135882377624512e-01
9.906412506103515625e+01,1.006036834716796875e+02,3.300211131572723389e-01
